Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
3.69447342235534e-06	-4.23696232704158	-5.83696232704158	-4.6018555876644	-4.5975834145382
3.79933194330587e-06	-4.24610680838384	-5.84610680838384	-4.60175841015039	-4.59748623753743
3.90634204716864e-06	-4.25525354567554	-5.85525354567554	-4.60166115977577	-4.59738898798589
4.01552147926091e-06	-4.26439271743972	-5.86439271743972	-4.60156415363406	-4.59729198309952
4.12688728504169e-06	-4.27351409155666	-5.87351409155666	-4.60146772038939	-4.59719555172651
4.24045578352403e-06	-4.28260702448058	-5.88260702448058	-4.60137219787427	-4.59710003197068
4.35624254086452e-06	-4.29166046162543	-5.89166046162543	-4.60127793036581	-4.59700576850455
4.4742623441656e-06	-4.30066293917364	-5.90066293917364	-4.60118526554362	-4.59691310957934
4.59452917552698e-06	-4.30960258765129	-5.90960258765129	-4.60109455113728	-4.59682240374574
4.71705618638251e-06	-4.31846713773234	-5.91846713773234	-4.60100613127662	-4.59673399630548
4.84185567215947e-06	-4.32724392889243	-5.92724392889243	-4.60092034256349	-4.59664822552228
4.96893904729713e-06	-4.33591992173537	-5.93591992173537	-4.60083750989054	-4.59656541862891
5.0983168206619e-06	-4.34448171507053	-5.94448171507053	-4.60075794204046	-4.59648588767807
5.22999857139624e-06	-4.35291556912921	-5.95291556912921	-4.60068192710836	-4.59640992529587
5.36399292523878e-06	-4.36120743667221	-5.96120743667221	-4.60060972780287	-4.59633780041128
5.50030753135293e-06	-4.36934300414538	-5.96934300414538	-4.60054157669673	-4.59626975405017
5.6389490397012e-06	-4.37730774546121	-5.97730774546121	-4.60047767151846	-4.59620599530157
5.77992307900238e-06	-4.38508699137588	-5.98508699137588	-4.60041817060211	-4.59614669758338
5.92323423530842e-06	-4.39266601772529	-5.99266601772529	-4.60036318864313	-4.59609199535644
6.06888603123773e-06	-4.40003015588581	-6.00003015588581	-4.60031279294379	-4.59604198145527
6.21688090590101e-06	-4.40716492861919	-6.00716492861919	-4.60026700036839	-4.59599670521935
6.36722019555563e-06	-4.41405621381571	-6.01405621381571	-4.60022577526117	-4.59595617161429
6.5199041150238e-06	-4.42069043743998	-6.02069043743998	-4.60018902860043	-4.59592034152188
6.6749317399095e-06	-4.4270547951209	-6.0270547951209	-4.6001566186605	-4.59588913334546
6.83230098964826e-06	-4.43313749929314	-6.03313749929314	-4.6001283534174	-4.59586242601628
6.99200861142341e-06	-4.43892804568955	-6.03892804568955	-4.60010399485487	-4.5958400633954
7.15405016498153e-06	-4.44441748954138	-6.04441748954138	-4.6000832652017	-4.59582185994858
7.31842000837912e-06	-4.44959871846012	-6.04959871846012	-4.60006585496321	-4.59580760743862
7.48511128469147e-06	-4.45446670616943	-6.05446670616943	-4.60005143241771	-4.59579708225021
7.65411590971394e-06	-4.45901872959845	-6.05901872959846	-4.60003965406093	-4.59579005286186
