Position  (cm)	V (V)	n (cm-3)	p (cm-3)
1.54540506816768e-05	0.00762430164641287	1.158402104846e-14	2.2491653740882e+16
1.56400206593054e-05	0.00867081252661204	1.19422467270312e-14	2.15992351484508e+16
1.58215480705087e-05	0.00982235864902775	1.23682089437241e-14	2.06580841913704e+16
1.59985677558607e-05	0.0110825112533964	1.28703941433107e-14	1.96750665792484e+16
1.61710247807995e-05	0.0124538390061734	1.34583503596752e-14	1.86583616388255e+16
1.6338874334238e-05	0.0139377832015234	1.41428076281358e-14	1.76172243196159e+16
1.65020815911584e-05	0.0155345595746733	1.49358017429871e-14	1.65616758273385e+16
1.66606215407904e-05	0.0172430922685508	1.58507975997323e-14	1.5502142689183e+16
1.68144787821278e-05	0.0190609838366167	1.69028072523816e-14	1.44490698922875e+16
1.69636472886753e-05	0.0209845231722199	1.81084966519929e-14	1.34125366460011e+16
1.71081301444388e-05	0.0230087311079719	1.948627385624e-14	1.2401902814269e+16
1.72479392532805e-05	0.0251274413359073	2.10563503923601e-14	1.14255102412604e+16
1.73830950238417e-05	0.027333412460889	2.28407665301714e-14	1.04904567169275e+16
1.7513626032313e-05	0.0296184655556775	2.4863370563775e-14	9.6024523024037e+15
1.76395686653783e-05	0.0319736406519931	2.71497419687146e-14	8.76575939372815e+15
1.77609667456994e-05	0.0343893651942108	2.97270486052596e-14	7.98321042503792e+15
1.78778711423234e-05	0.0368556275838795	3.26238291098132e-14	7.2562913568481e+15
1.79903393683978e-05	0.0393621494783744	3.58696933631288e-14	6.58527552000473e+15
1.80984351685664e-05	0.0418985513357852	3.94949364524597e-14	5.96939104351305e+15
1.82022280983876e-05	0.0444545067484672	4.35300649066378e-14	5.40700567380392e+15
1.83017930980732e-05	0.0470198822325634	4.80052380727035e-14	4.89581480819273e+15
1.83972100627925e-05	0.0495848602355574	5.29496321388428e-14	4.43302144021434e+15
1.84885634117104e-05	0.0521400441409174	5.8390739290463e-14	4.01549990527142e+15
1.85759416578538e-05	0.0546765449199274	6.4353619476665e-14	3.63993839920067e+15
1.86594369808038e-05	0.0571860497890791	7.08601269142338e-14	3.30295792769588e+15
1.87391448041114e-05	0.059660873771244	7.79281373835965e-14	3.0012074782471e+15
1.88151633792278e-05	0.0620939954422677	8.55708051907615e-14	2.73143674852696e+15
1.88875933776189e-05	0.0644790783846134	9.37958801177057e-14	2.49054875316191e+15
1.89565374926163e-05	0.0668104799983953	1.02605114461623e-13	2.27563515395112e+15
