Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
1.57029485961527e-05	-3	-6	-4.51433185596969	-4.48566814403031
1.58234686719547e-05	-3	-6	-4.5144792487526	-4.4855207512474
1.5941985122698e-05	-3	-6	-4.51462501531215	-4.48537498468785
1.60584811704591e-05	-3	-6	-4.5147691024239	-4.4852308975761
1.6172942045143e-05	-3	-6	-4.51491145883758	-4.48508854116242
1.62853549687129e-05	-3	-6	-4.51505203535089	-4.48494796464911
1.63957091362994e-05	-3	-6	-4.5151907848787	-4.4848092151213
1.65039956942883e-05	-3	-6	-4.51532766251758	-4.48467233748242
1.66102077154852e-05	-3	-6	-4.51546262560531	-4.48453737439469
1.67143401714656e-05	-3	-6	-4.51559563377525	-4.48440436622475
1.68163899022222e-05	-3	-6	-4.51572664900531	-4.48427335099469
1.69163555832265e-05	-3	-6	-4.51585563566145	-4.48414436433855
1.70142376900255e-05	-3	-6	-4.51598256053547	-4.48401743946453
1.71100384604988e-05	-3	-6	-4.51610739287704	-4.48389260712296
1.72037618549052e-05	-3	-6	-4.51623010441982	-4.48376989558018
1.72954135138491e-05	-3	-6	-4.51635066940168	-4.48364933059832
1.73850007143019e-05	-3	-6	-4.51646906457889	-4.48353093542111
1.74725323238133e-05	-3	-6	-4.51658526923431	-4.48341473076569
1.75580187530513e-05	-3	-6	-4.51669926517962	-4.48330073482038
1.76414719068087e-05	-3	-6	-4.51681103675158	-4.48318896324842
1.77229051336165e-05	-3	-6	-4.51692057080231	-4.48307942919769
1.78023331741026e-05	-3	-6	-4.51702785668392	-4.48297214331608
1.7879772108238e-05	-3	-6	-4.51713288622725	-4.48286711377275
1.79552393016065e-05	-3	-6	-4.51723565371522	-4.48276434628478
1.8028753350839e-05	-3	-6	-4.51733615585064	-4.48266384414936
1.81003340283471e-05	-3	-6	-4.51743439171887	-4.48256560828113
1.81700022264925e-05	-3	-6	-4.51753036274541	-4.48246963725459
1.82377799013248e-05	-3	-6	-4.51762407264869	-4.48237592735131
1.83036900160184e-05	-3	-6	-4.51771552738827	-4.48228447261173
